userName,score,content
Opah Musyarofah,5,"Sangat berterimakasih sekali kepada bukalapak & skill Academy, saya sangat merasa terbantu sekali dengan adanya pelatihan online prakerja ini, saya yang baru mau merintis bisnis online sangat mengedukasi dan merasa terbantu sekali, dengan penyampaian materi yang di sertai dengan gambar dan video2 sehingga sangat jelas dan mudah sekali untuk di pahami. Dan tidak lupa saya juga mencatat hal-hal yang menurut saya penting. Sekali lagi terimakasih bukalapak & skill Academy by ruang guru, jaya terus.."
Widjanarko _aja,5,"Aplikasi yg bermanfaat buat beli2, terjamin keamanannya dan banyak promo serta discountnya, hampir semua produk yang dicari ada. Satu yg perlu peningkatan kapan bukalapak bisa update saldo saat sdh di halaman pembayaran?"
wahyu aji,4,Alangkah baiknya jika aplikasi dibuat lbh ringan dan tak terlalu besar. Sehingga lbh mudah digunakan juga menjangkau masyarakat yg masih menggunakan perangkat lama yg berkapasitas penyimpanan kecil. Aplikasi yg skrg trlalu berat dan loading lama. Saya lbh suka aplikasi BL yg pertama kali dibuat. Sangat ringan dan mudah
Bady Fairuz,5,"Bagus, dan menarik, tapi tolong di perbaharui untuk edit profil data pribadi, untuk ditingkatkan lagi di tanggal lahir, agar memudahkan mengisi/mengedit tanpa harus geser 1persatu mulai dari tahun yang sangat lama, Terimakasih 🙏"
Z.A Karya,2,"Setiap saya masuk menu transaksi dan memilih pembelian untuk melihat tracking pesanan saya aplikasi langsung off dengan sendirinya. Tolong diperbaikin bug dimenu transaksi, saya tidak bisa konfirmasi penerimaan barang yg saya pesan. Kasihan si penjual tidak langsung mendapat uang hasil jualannya...thx"
Akhmad Sulkhan,2,"Aplikasi nya masih sangat berat,,kenapa dihape saya xiomi mi 8,, untuk transaksi selalu ribet dengan loading yang lama,,saat penampilan produk maupun saat proses purchasing barangnya.. ini aplikasi lebih berat dari PUBGM Kayaknya"
Arintya Hesty,4,"Terimakasih bukalapak sangat membantu dalam mencari kursus sesuai yg sy ingin kan.. walau awalnya sempat terkendala untuk login ke platform yg sy pilih, namun sejauh ini dapat diatasi dengan baik.. smoga ke depan nya performa nya dapat ditingkatkan lg yaa demi kepuasan pelanggan.. trimakasih.."
Xiaomi Mi03,5,"Aplikasinya membantu bangat bisa belanja jarak jauh dan memudahkan dalam transaksi,,, membantu untuk cari barang-barang yg di inginkan dan sesuai dengan harapan dech pokoknya, untuk yg gx bisa bepergian buka aja buka lapak langsung belanja. Terima kasih buka lapak."
Tanu Channel,1,di perbarui bukannya tambah bagus tapi jadi crash dan error (klik cuma satu fitur loading lama sekali padahal jaringan internet nya bagus dan stagnan tidak bergerak serta force close)..parah
Dede Alamsyah,1,"Lelet .....Kurang bisa diandalkan...ayo dong perbaiki secepatnya...nanti ketinggalan.....kita komplain begini paling jawabnya suruh ke kotak surat sama sistem.....kurang bisa dijadikan solusi Betul kan ....suruh ke form...itu dia masalahnya...jawaban itu yg biasa dipakai, dan solusinya lama...waalaaeh"
bagus angmas,1,"Aplilasi ini sangat buruk!!!! Saya sarankan untuk tidak berbelanja di situs belanja ini.. karena bila kita mengajukan komplin untuk mengembalikan barang karena kesalahan pelapak,, malah pembeli yang harus membayar ongkir dari pelapak.. dan ongkir untuk mengembalikan barang juga harus dibayar pembeli .. pembeli tidak dapat barang dan rugi 2x ongkir.. dan saya sendiri sudah mengalaminya.. mending belanja di situs belanja online lain. Tapi klu yg lain mau coba silahkan..."
Shabrina Nining,1,"Buang buang kuota aku padahal udah instal aplikasi pas udah menginstal malah kembali lagi harus di ulang dari awal udah berkali kali payah,tolol!!!! aku coba buat instal tapi selalu ngga bisa padahal kuota masih banyak sinyal bagus buat nonton you tube lancar lancar aja Tolong segera di perbaiki!!"
Mohammad Afrian Nurdiansyah,5,"Bagus sekali ini Aplikasi Shoper dan Selling terbaik. Seharusnya dapat Rating tertinggi sebagai Aplikasi Online Shop No.1 di Indonesia. Karena fiturnya lengkap, mudah pengaplikasian, ramah dan adil pelayanan CS-nya. Pokoknya the best-lah. Sederhana dan tidak terlalu berat untuk dipasang buat jualan di Hp spek kentang sekalipun. Karena jarang sekali update, kecuali mungkin klo ada bug👍👍☆☆☆☆☆"
Romy Dwi Cahyadi,1,"Tolong tingkatin lagi stabilitas sistemnya. Masa iya setiap kali mau upload barang gagal terus...pdhal udh ada tulisan barang sudah berhasil diupload. Udh saya coba relogin, udh saya coba hapus apk tp tetep saja tidak ada perubahan."
MbahIro Reborn,1,"Sependapat sama ulasan lain yg bilang kamu emg mulai bikin ribet. Dulu duit saldo bisa langsung di pakai utk transaksi, sekarang kebanyakan acara yg gak praktis. Malah ada permintaan no rek klo mau di cairkan. Gak aman banget walau kamu bilang aman. Sdh beberapa kali terakhir sy order, respon pelapak sangat lambat. Sampai2 pd batas waktunya, tak terkirim itu orderan, duit yg sdh masuk, mjd saldo. Tp ribet mau di cairkan. Dipakai transaksi lagi gak bisa! Kapok...."
Syamsudin Uci,1,Saran tuk team BL. Salah satu alasan saya pindah ke E-comerce lain karena iklan produk terlalu menumpuk. Bayangkan aja. Sudah di filter harga termurah tapi hasilnya harga masih mahal-mahal. Saya kira filternya gak guna ternyata itu iklan yang memenuhi hasil filteran. Jadi sangat sia-sia saya pakai filter. Ini berlaku untuk filter lain selain harga. Tolong perbaiki. Karena fitur ini sungguh sangat mengganggu yang akhirnya saya absen jadi pelanggan anda. Terimakasih
Habiel Permana,3,"Sebagai pelapak sangat tidak nyaman Alasanya Chatting lama masuknya. Chatting baru masuk 2-3 hari bahkan sampe 5-7hari padahal suka di buka aplikasinya. Orderan jadi pada di cancel. Dan juga promosi ada biayanya sedangkan laku tidaknya itu ga ngejamin serta biaya potongan super seller (its ok,kalau cuma biaya potongan super seller. Kalau gitu cuma sekali biaya aja) Sebagai pembeli kurang nyaman Alasannya voucher ribet penggunaannya. Voucher bl skrg ga se baik awal penggunaan bl."
fitria mustaqimah,3,"Sekarang BL ga sebagus dulu. Aplikasi BL suka lambat responnya, sampai harus diclose dulu bahkan sampai diinstal ulang berkali2. Terus kalau lagi ngecek barang favorit, suka muncul banyak barang rekomendasi yang ganggu banget. Fitur roda rezeki juga nggak seru karena tidak bisa dihentikan sendiri sama pengguna aplikasi, jadi kaya sudah diatur sama BL. Sistem DANA juga membuat saya merasa kurang nyaman, saya lebih suka BukaDompet. 😔"
surya ramadhan,2,"kadang kita tdk mengetik/tdk tau merk di judul pencarian dengan tepat, pencarian tdk bisa di temukan.. harusnya ada hasil (rekomendasi) dengan kata kunci yg mirip.. tolong di perbaiki algoritmanya.."
Meysi margaretha,1,"Hati2 belanja di BL, saya belanja 5 item pas udh dalam perjalanan secara sepihak tanpa alasan yg jelas paket saya direturn balik ke penjual... Dana saya direfund dengan potongan full ongkir... Saya kena potongan ongkir 280rb dari transaksi brg yg tidak sampai ke saya dengan alasan tidak jelas...Bukalapak tidak profesional dalam menilai transaksi...saya sebagai konsumen merasa sangat dirugikan, Hati2 y yg belanja dibukalapak, apalagi pake kurir sicepat, Mereka kerja sama potong uang org seenaknya"
Mukhlis Sujarwadi,5,"Aplikasi yg sangat bagus. Tapi ada satu masukan agar aplikasi ini dibuat compatible dengan rotasi atau perputaran layar handphone, agar bisa tampilan tegak maupun landscape di tiap halaman. Dengan tujuan membantu mengurangi kesulitan pengguna disaat ada gangguan pada layar sentuh handphone yg dipakai. Agar transaksi tidak terganggu disaat genting. Ini berdasarkan pengalaman pribadi."
Ramiz Naufal,1,"Dulu awal iseng jual barang terus coba di search langsung ada di pencarian. Sekarang malah gak nongol padahal sudah di setel paling murah dari jenisnya dan terus di sort buat yang termurah. Kagak ada dong malah muncul yang iklan promot promot apaan lah malah beda barang. Pasang barang 2 hari dengan harga termurah setelah di cek infonya yang melihat 0 orang! KEREN SEKALI BUKALAPAK sekarang yakkk. ""BINTANG 5 BUAT BUKALAPAK YANG DULU DEH"" maaf saya uninstal kalo jual barang skrng harus pakai promot"
Ale,5,"Sering Sedang buka chat bukalapak,ketika layar hp berotasi/dimiringkan maka auto ber pindah ke halaman ""Apa sih untungnya pakai Aplikasi Mitra Bukalapak?"" dan tidak bisa kembali melanjutkan chat,alhasil hrs memulai chat baru dan antri lagi."
Maulana Malik Ibrahim,3,"Tolong di perbaiki sistemnya,dari segi pengambilan presentase pelapak, fitur-firurnya,notifikasi2 chat.saya blm daftar sebagai super seler,sudah otomatis terdaftar,dan kagetnya ternyata keuntungan yang di ambil banyak sekali jika nilai nominalnya besar,saran saya di beri batas maksimal keuntungan yang di ambil untuk satu transaksinya.terimakasih"
Andrew Prasetyo,1,Sangat mengecewakan kalau buat komplain.. Jawabanya hanya paka pesan otomatis.. Sesuatu yang sudah diberikan tidak dilihat dan tidak dibaca ulang.. Padahal sudah kasih video saat pemasangan saat pertama kali unboxing tapi masih diminta untuk melampirkan.. Sanggat mengecewakan.. Mending transaksi di tokopedia saja..
lenny supriatna,5,"Pelayanan bagus sekali, ada komplain langsung di handle dan masalah selesai. Tolong diperbaiki di menu bukabantuan, saya pilih, kemudian masukan masalahnya. Tapi saya tidak bisa klik tombol lanjutkan, saya coba berkali2, bahkan restart dulu hape masih gabisa, saya coba besoknya jga tetep gabisa, mohon diperbaiki, dan gerak cepat nya tolong dipertahankan."
Lani Kho,1,"Banyak promo palsu, harga dinaikkan dari standart baru diksh voucher promo diskon/cashback tetap aja harga nya msh diatas rata2, belum lagi pembeli prioritas pembohongan publik, saya awalnya beli paket 3kali ongkir, baru dipakai sekali tapi sekali mau dipakai kedua kali muncul tulisan tdk bs dipakai untuk kategori barang ini, semua kategori barang sudah sy coba beli, tetap sama, Jd rugi 2x ongkir(+/-12rb). Hati2 kalo mau pakai aplikasi ini"
Ardi Gustaf,1,"gabisa buka zona kalap, gabisa buka zona pengguna baru. tp kalo mau belanja yg lain lancar2 aja 👎👎 Ditambah menu potong harga ga bisa di akses. Cuma blank whitescreen. Kalo emg udh ga ada hapus aja dr home nya. Makin kesini BL makin jatoh !!!"
Achmad Muharomi,2,"Diantara tempat olshop yang ada di indonesia,BUKALAPAK yang paling simpel dan mudah digunakan...itu DULU.,,sekarang malah bikin kecewa,komplain aja bertele-tele..pembelian barang yg dibatalkan dana tidak langsung masuk ke saldo/dana/bisa ditarik ke rekening...ribet.jadi saya tarik lagi BINTANGnya....Maaf,Mau di uninstall dana saya masih belum balik..hadeuhh!"
Gipulary Tube,2,"Jujur aja bagi saya sendiri bukalapak semakin update, semakin mnurun kualitasnya, semua serba terbatas, di app saya semua untuk pengiriman jayapura tidak dapat dijangkau pelapak, padahal sebelumnya aman2 aja. Lalu appnya juga kadang bukanya lambat (mungkin faktor hp juga sih). Tapi intinya kualitasmu drop. Saran aja kalau blum matang untuk update aplikasi mending jangan, ujung2nya mengecewakan."
Eeng Suherlan,5,"Tempat belanja online teraman.. Hanya saja.. Bener kata temen2..msh ada banyak pelapak yg ""kayaknya"" fiktif dan atau sdh ogah2an.. Contohnya klo kita cek dichat mereka.. Banyak yg tertulis, ""terakhir dilihat 4 bulan lalu, 7 bulan lalu dll.. "" Jd saat kita sdh order ..malah hrs nunggu sistem bukalapak yg batalin transaksinya..jd nya lumayan lama nunggu."
nyamux channel,4,luar biasa cuma agak lambat loading nya...pada saat eksekusi awal dan setiap transaksi...dalam keranjang belanja antara chat dg penjual dan keterangan barang jadi satu...harus nya khusus barang ada kolom catatan yg bisa diakses dari keranjang belanja.
Akmal Wibisana,5,Untuk opsi tambah alamat aja harus diperbaiki..soalnya pada opsi tambah alamat hanya ada beberapa kecamatan saja yang muncul.. itu jadi dimanfaatkan oleh buyer supaya ongkirnya murah.. Saya mengalami sendiri saat dapet ordreran .dan saya diminta biaya tambahan oleh pihak ekspedisi.karna alamat buyer berbeda.
henri pechler,5,"Selama shoping di BL,tdk pernah kecewa & aplikasi atau fitur yg disediakan BL sangat membantu & mudah dipahami. Sedikit saran,tingkatkan lagi fitur yg lbh baru demi kenyamanan buyer & lbh tingkatkan lagi jumlah produk yg dijual dgn harga yg kompetitif👍 sukses buat BL.."
Heri Cahyono,1,"semakin hari semakin berat dan penataan fitur kurang teratur.setiap buka fitur atau kembali fitur loading terlalu lama,jauh dari sebelah.penataan fitur kecepatan server jauh beda.mohon segera diperbaiki.saya sebagai pelapak merasa sdh tidak nyaman jika terus begini."
Ida Nur,2,"Ini aplikasi sangat membantu buat cari barang dengan harga yang pas, banyak pilihan metode pembayaran, cuma aplikasi di hp saya sering bug saat ingin membuka tab transaksi untuk memantau barang atau saat ingin mengkonfirmasi barang diterima, jadinya harus pakai pc langsung di situs BLnya. Tolong udah 2 bulan ini kenapa..."
Eddy Purnomo,2,Metode pembayarannya emang ada banyak pilihan. Tp kok pembayaran pake DANA cuma bisa sekali sehari? Kalaupun saldonya kepotong tp statusnya blm terbayar sampe transaksi otomatis kadaluwarsa. Transaksi batal dan voucher hilang
Rizki Pratama,2,Makin kesini aplikasinya makin berat. Interfacenya sangat tidak user friendly. Terlalu banyak menu dengan susunan yang buruk serta loading yang lama karena aplikasi terlalu ruwet. Seharusnya bisa lebih disederhanakan supaya ukuran aplikasi tidak terlalu besar dan pengguna bisa lebih mudah bertransaksi tanpa harus menunggu loading. Transisi antar menu saja terkadang memakan waktu jelas sangat mengganggu. Perusahaan sebesar Bukalapak seharusnya tau bagaimana membangun aplikasi yang modern.
Marlan Java,1,"Mau batalkan pesanan ga bisa, krn ga ada menu batalkan pesanan. Udah 3 hari pesan barang ga diproses pelapak padahal barang ada. Orang butuh cepat dikirim, untung ada dipelapak lain. Saya kasih satu biar jadi penyemangat developer buat meningkatkan aplikasinya."
Edward H,5,"Paling keren diantara lain. Paling suka hasil pencarian barang tdk memasukkan penjual dari luar negeri yg harus PO berhari2, jd kusut hasil filter kl yg begini2 masuk. Tp tolong proses upload foto bisa dipercepat, paling lama dr yg lain hehehe"
Nahnu cs,4,"aplikasi jual beli yang terbaik dengan tampilan yang sangat memanjakan mata dan nyaman dimata, sangat jelas tampilan rapi dan sederhana sangat mudah digunakan, tp efeknya jadi makan banyak data dan agak lelet. onkirnya bebas untuk semua kurir, jadi tdk milih2 kurir. untuk bukalapak tolong perbaiki masalah refund dana agar lebih mudah prosesnya, app ini milik Indonesia bukan milik asing, jadi harus dipertahankan"
Priyo,5,"Belanja jadi menyenangkan, mudah sekali menemukan item barang yang di inginkan. Tapi di keranjang belanja sama di menu transaksi menurut saya tidak perlu di tambahkan saran barang, cukup di menu favorit saja. Karena saat mau bayar atau cek pengiriman suka salah tap 🙏🙏"
Pengguna Google,5,"BL sdh bagus, memuaskan. Terus tingkatkan kemudahan dan keamanan pelayanan lebih baik dan lebih baik lagi. * Sbg Cttn masukan: kalau bisa voucher: Gratis Ongkir, Diskon, Potongan harga be connected saja saat transaksi terjadi. karena bikin repot harus copy code voucher, karena itulah saya tidak pernah pakai voucher. Terimakasih. *V"
Fian Syah,1,"Barang yg di pesan tdk sama dengan yg datang, langsung sy ajukan komplain, ternyata selesai mengisi alasan komplain dilampirkan dengan foto, kenapa di pemberitahuan sudah dinyatakan transaksi selesai, padahal sy tdk pernah klik terima barang, kalaupun sy tdk sengaja klik terima barang pasti akan muncul pilihan apakah anda setuju meneruskan uang ke pelapak, tapi ini tdk ada. Diajukan komplain tapi tidak ditanggapi, Jadi sy memilih menghapus aplikasi dan tidak akan pernah belanja di bukalapak lagi"
Noki Prastiawan,5,"Makin di upgrade kok makin lemot.. lebih baik yg sevelumnya.. upgradean kali ini benar2 makin lemot, terutama pada waktu kita simpan/masukin ke keranjang belanja.. loadingnya sampai bermenit2! Mohon di cek ulang!!! Karena saya sudah mencoba berkali untik aplikasi terbarunya !"
Harsa Widyaprabawa,1,Sejak sy update aplikasi bukalapak seri terbaru tampaknya kurang bagus platformnya gk stabil operating interfacenya sering menutup sendiri. Sudah 2x saya reinstal tp ttp sama saja hasilnya. Selain itu sayangnya akitivitas user melalui aplikasi tdk update dg versi desktop. Misal fitur chat dan keranjang melalui desktop tdk muncul pd aplikasi. Selain itu lg pd versi desktop tdk ada promo krn promo smua berlaku utk versi androin dan ios. Berbeda dg shopee yg ngelink versi desktop dg aplikasi.
Raden Sodiq,1,"Sejak update app terbaru jadi sangat buruk. Saya sbg seller dan juga buyer tdak bisa mengirim chat. Sistim chat eror dan tidak memungkinkan sistim transaksi juga eror. Diperbaiki lgi jika ingin tetap eksis. Satu lgi, sistim resi otomatis juga payah gk ada pemberitahuan lbih dulu pihak expedisi nolak mentah2 paketan yg katanya rsi otomatis bl sedang eror. Kecewa sekali."
MonicA yu,1,"Udah di install ulang tetep aja gak kebuka gambarnya, lemot banget, itu tolong diperbaiki. Gk ada yg keliatan cuma tulisan aja.. event"" nya mau diikutin pas di klik layar pada putih semua. Dikira sinyal tapi ketika buka aplikasi yg lain lancar"" aja. Saldonya tiap dihubungin ke dana juga gagal terus. Tiap beberapa menit lagi buka aplikasi tiba"" 'sayangnya aplikasi bukalapak telah berhenti' sumpah gemess ceunah, uninstall aja kali ya."
Prada Aisyah,2,"Sejauh ini sihh.. menurut saya bagus.., tapi tolong tambahkan fitur untuk pilih varian contoh: varian warna, ukuran. kalau untuk pilih varian dalam kotak notes menurut saya itu kurang efektif apalagi nanti kalau mau order banyak."
Adison,5,"Tolong dipermudah lagi untuk proses jika terjadi kesalahan barang yang dipesan/akan di retur, di reffund agar pembeli bisa meng klik item barang yg bermadalah. Missal total belanja 10 item dan yg barang bermasalah 2 item. Harisnya bisa di klik yang bermasalahnya saja untuk pengomplainan barangnya."
Bakul Dryer,1,"Jangan memaksa untuk berikan 5 bintang saat baru buka aplikasi nya, bintang bisa bersinar terang murni. Asal perbaiki pelayanan tim terkait, tim terkait itu kerjaan nya apa ya? Setiap ada kendala dan oleh CS di lempar tim terkait ujungnya bikin eneg. Dan nunggu lama. Jangan cuma di baca di sampekan ni sama yang terkait. Estell"
Agung Ace,1,"Setiap upload barang pasti tidak pernah muncul di mesin pencarinya. Sudah dicoba sesuai judul produk dan difilter ""terbaru"" tetap tidak ada produk yang diupload muncul. Kapan lakunya ini jualan. Tolong jangan main2. Tampilan webnya juga putih. Gambar kagak muncul"
CBU Motoshop,2,"Saya Sudah berlangganan Superseller, kemaren baru upgrade ke versi terbaru. malah image pada menu-menu dan barang dagangan tidak bisa terbuka, chat dengan customer tidak bisa di balas serta menu Bukabantuan Premium tidak bisa digunakan."
KANS. TV,2,"Jujur, awalnya saya menggunakan aplikasi ini saya merasa sangat terbantu untuk berbelanja online, terlebih lagi dengan adanya diskon dan bisa mendapatkan credits atau tambahan uang elektronik dengan mudah, tapi sekarang saya kecewa karena semakin susahnya mendapatkan potongan harga. Walaupun misalnya kita memiliki kupon, kuponnya terkadang terbatas pada toko online tertentu atau jasa kurir tertentu. Barang saya juga sudah seminggu belum sampai dan ada juga barang saya yang enggan diproses."
mukhamad kosim,5,"Tampilan oke, mudah dalam pencarian barang, banyak opsi pembayaran, proses refound cepat, sayang voucer diskon diambil lagi kalaw barang dibalikin karena salah kirim. Ibarat lidah yang terbuang dijilat kembali."
King Arthur,1,"Min,kemaren saya top up dana di aplikasi bukalapak 4x lewat pembayaran linkaja,,tetapi kenapa saldo dana saya yang masuk hanya 1x,, padahal waktu pembayaran udah berhasil,,ehh semalam malah dapat chat dari bukalapak pembayaran dibatalkan karna belum melakukan pembayaran,,gimana maksudnya coba,, sedangkan saldo di aplikasi linkaja sudah kosong dan diriwayat transaksi sudah sukses. Hmmm.. Rugi saya min,,cs di hubungi lewat aplikasi susah."
SAE OTO TRAEND,3,Ngasih masukan. Tolong untuk para developer bukalapak. Akurasi pencarian antra keyword dengan hasil pencarian kurang pas.. lebih akurat versi BL sebelum sebelumnya... tolong di perbaiki. Jika versi lama sudah bagus tolong jangan di rubah lg source code nya..
DFJ Carving,2,"Kecewa sama bukalapak selalu bermasalah dengan pembayaran melalui Link Aja!,, udah 2x mengalami gagal transaksi tapi saldo terpotong, yg pertama ampe rugi 50rb demi nelpon CS report pengembalian, itupun hampir seminggu baru bisa balik itu saldo,, sy kira mslh udh di fix eh malah kejadian lag utk kedua kalinya.."
Mumut raguno,3,"Tiga bintang saja dulu, karena masih terlalu berat yang dikarenakan terlalu banyak iklan diberanda. Seharusnya disesuaikan dengan judulnya shoponline, segala sesuatu yang dicari baiknya dikemas dalam menu, baik iti promo, belanja, transaksi, dll. Satu hal lagi, harga barang yang ada di apk shoponline BL cenderung lebih mahal dibandingkan dengan di shoponline lain. Mohon diperhatikan dan di perbaiki demi kenyamanan calon pelanggan."
Muhammad Rhamadhany,1,"Ini aplikasi gajelas banget, beli paket internet lewat bukalapak, pembayaran sudah dilakukan dan untuk saldonya sudah kepotong, akan tetapi belum terkonfirmasi juga, disuruh menunggu selama 30 mnt tetapi tidak ada perubahan, sudah malas memakai aplikasi ini lagi, systemnya tidak jelas !!!!!!!"
Syihab MS,1,"Habis diupdate malah ga bisa dibuka. Muncul notif ""Sayangnya, Bukalapak tiba-tiba berhenti"". Tampilan jelek bin norak. Lemot & ga stabil. Masih mendingan yg sebelumnya! Edited: Admin menyarankan untuk cek sinyal & clear chace sebagai solusi. Sebelum sy memberi ulasan, sy sudah melakukan kedua hal tsb + uninstal. Tetap bintang 1 !"
Q2,2,"Dari dulu ampe sekarang yg paling saya ga senengin itu setiap kali buka aplikasi pasti loadingnya lama.. Ga bs d instal d tempat yg minim sinyal, kadang sinyal kuat pun ttp msh mutar muter mulu... Beraaattt servernya.. Apa lg klo lg ada event bikin pgn uninstal, soalnya loading setiap menu pasti lamaaaa😑😪😴"
Freya Indo,3,"Parah sering gangguan, padahal aplikasi lain lancar2 aja.. Mau cek belanjaan juga susah, kalau mau komplain barang lama juga bales nya.. Tolong perbaiki, kalo ngk bisa sepi nih lama2..!"
Arii Sukrisno,1,"Aplikasi apa ini, putar roda spin dan dapatkan thr sampai 10 juta... Ketika dputar mau brenti di thr 10 jt.. Tiba2 spin jalan lagi dan akhirnya hanya dpat gratis ongkir 5 rb... Tiap kali dputar. Banyak nipu aplikasinya. Gak sesuai embel2nya."
Gobed Natadiredja,1,"Sangat jor²an kepada pembeli dengan berbagai macam voucher, tapi tidak kepada pelapak. Beberapa fitur malah hilang setelah melakukan update aplikasi seperti barang favorit, barang dilihat. Hubungi bukabantuan puluhan CS hanya menjawab sedang peningkatan sistem yang tak kunjung berubah. Memanjakan pembeli tapi mengecewakan pelapak"
Farry YS,1,"Saya ada komplain pengiriman, masuk bukan ke pesan yang sulit saya cari. Setelah saya dapatkan tiba2 admin menutup komplain saya. Buat apa ada feature pesan kalau pesan komplain dikirimkan ke yang lain. Saya sudah sampaikan di link tersebut tapi tidak ada follow up dari bukalapak"
Arif Rahman H,3,Fitur di bukalapak apakah sering sekali diperbaharui.?? Kenapa selalu saja ada fitur2 yg lemot. Seperti misal saya ingin beli produk bukareksa terkadang selalu gagal. Selain itu mohon untuk upgrade fitur buka bantuan. Apabila ada kendala terkait aplikasi atau fiturnya mohon disediakan kolom untuk mengatasi keluhan terkait kendala terhadap fiturnya ketika mungkin down atau bagaimana. Sehingga tidak pusing utk mencari tahu dan menanyakannya. Tidak perlu lari kesini berkomen agar masalahnya selesai
Tono Iskandar,1,"kalo udah kelamaan buka aplikasi, koneksi lag. harus di close dulu, trus buka lagi. contoh: setelah buka inbox. trus mau beralih ke fitur lain, seperti belanja. koneksi lag.harus close dulu. ""Samsung A30s, Telkomsel dan wifi."""
Mhamad Sholeh,1,Masak buka aplikasi ini sering tdk bisa. Pembertahuannya tdk ada koneksi internet. Padahal buka aplikasi yg serupa kyk shoppee dan tokopedia langsung masuk tuh tdk ada gangguan apa apa. Tingkatkan lg donk kenyamanannya.
Arifun Nazim,2,"Saya udah lama pengguna bukalapak dan bintang 5 terus, dulu pelayanan cs sangat ramah dan membantu, tapi kenapa sekarang cs nya acuh tak acuh ya, saya sangat kecewa, padahal saya minta bantuan karna ada masalah abis belanja total puluhan juta, tapi cs cuek aja tanggapannya. Tolonglah lebih di tingkatkan lagi"
Pengguna Google,1,"bukalapak sekarang makin mengecewakan.seharusnya di detail transaksi dulu ada tombol untuk mengajukan pembatalan tapi tidak ada,penjual menghubungi saya lewat whatshapp untuk pembatalan.penjual sudah sepakat di batalkan tapi di aplikasi tidak ada fitur pembatalan.terus saya bilang nunggu estimasi saja biar di batalkan otomatis oleh sistem.tapi ternyata pelapak tidak mengkonfirmasikan ke saya barang sudah ada jadi di kirim apa tidak? tau-tau langsung di kirim aja.SAYA KECEWA KE BL 100000%"
Maulana Ahmad,4,"Lambat. Kebanyakan pop Up iklan dan promo voucher. Padahal kami mah ga perlu yang gitu gitu. Cukup berikan proses yang cepat, harga wajar, ga banyak gimmick yang memperlambat."
ainkzz fauzi,1,"Aplikasi nya lemot banyak fitur nge blank,gak bisa di buka,Oia BL gak usah nanyain OS,aplikay versi apa,lokasi dan kualitas jaringan,yang jelas semuanya udah up-to-date,jadi tolong perbaikilah servernya"
Bang Jay,1,"Buruk sekali, jaringan wifi super kenceng tp aplikasi super lemot udah gitu kata kunci cuma salah ketik satu huruf aja ga bisa, barang yang dicari harus tepat ketikannya, saya sudah 4thn langganan d bukalapak, skrg mikir2 pake aplikasi ini, sudah uninstall jauh jauh."
Pengguna Google,2,"Aplikasinya lemot, sudah masukin 3 barang dan entah kenapa tidak masuk di barang yang dijual. Kalau sudah lemot, membuat batre handphone cepat panas serta boros. Semoga programmernya bisa memperbaiki, padahal tampilan aplikasinya standar tidak seperti e-commerce sebelah yg trendy tapi ga lemot dan g error."
Pengguna Google,4,Secara keseluruhan sudah baik tapi saran saya sebagai pelapak coba buat sistem yg bisa mengingatkan/membantu menyelesaikan status transaksi yang belum selesai Karena banyak transaksi yg statusnya belum selesai prosesnya tapi sudah diterima tujuan dan kami tidak tahu (tidak sempat cek) sampai lama dan lupa sehingga dana masih menggantung
Muslihatul Hidayah,1,"Admin, mohon diperbaiki aplikasinya, versi yang sebelumnya lancar saja mungkin ada bug setelah diupdate aplikasi close sendiri setelah beberapa detik. Sudah di clear cache dan data masih sama saja. Terpaksa harus install ulang .apk-nya. Terima kasih."
Pengguna Google,5,Bagus aplikasi menguntungkan hampir semua barang yang ada di buka lapak semua nya ada. Tapi tolong barang yang sudah di masukan di favorit untuk bisa di cari yang sudah tenggelam dan barang nya ngurut maksudnya mulai dari yang lama sampai yang baru bukan malah ngacak
Pengguna Google,5,Terus berkembang dan lebih baik lagi.. Mungkin perlu lebih menyederhanakan konsep penggunaan vocer... Seperti vocer gratis ongkir misalnya... Terlalu ribet kalau harus cari sana sini promo ongkir.. Misal kayak di Tokope**a langsung otomatis pakai gfatis Ongkirnya.. Thanks
Muhammad Jamaludin,1,"untuk teman"" yg mau berjualan dibukalapak mending dipikir 2x deh.. baru beberapa penjualan sudah otomatis jadi Superseller, sedangkan kalau super seller harus bayar 3% dari uang penjualan.. tidak ada konfirmasi ke penjual juga, mau untung malah buntung..pas mau dinonaktifkan supersellernya dipersulit.. customer service juga gak berguna.. semakin kesini smakin ngawur bukalapak.."
Abah Sutra,1,"Setelah update terakhir tgl 17 April 20. Apl BL jadi ga berfungsi. Hanya tampilan menu langsung hilang sendiri. Berkali2 uninsntall dan install ulang hasil tetap begitu.. Mungkin admin dpt memperbaiki atau menyediakan versi sebelumnya agar yg systemnya tdk cocok bisa balik ke versi sebelmnya. Dan yg paling menjengkelkan jawaban dr admin cs bl rada"" semua. Bertahun tahun langganan tiap ada masalah selalu dijawab dgn masalah itu atau disarankan melakukan yg justru sdg dihadapi. Spt saat ini"
Pengguna Google,3,"Setelah diupdate , potong kalap , gosok thr , dll tidak bisa terbuka padahal hp ane udh mumpuni dgn 4/64GB . Selalu pas dipencet langsung white screen dan gk muncul apa2 , barusan diupdate lagi masih tetap sama . Kalau update ya perbaiki bug juga , jangan nambah kapasitas memori doang"
