	informal	formal
14262	bumn	badan usaha milik negara
14263	bijimana	bagaimana
14264	bgian	bagian
14265	bgusan	bagusan
14266	bhya	bahaya
14267	buajingan	bajingan
14268	bkalan	bakalan
14269	bp3tki	balai pelayanan penempatan dan perlindungan tenaga kerja indonesia
14270	blsin	balaskan
14271	bnd	band
14272	bijb	bandara internasional jawa barat
14273	bgts	banget
14274	bgtxx	banget
14275	bigtits	banget
14276	bwangeeuut	banget
14277	bgsa	bangsa
14278	bngs	bangsa
14279	bgsd	bangsat
14280	bgstt	bangsat
14281	bngsat	bangsat
14282	bngst	bangsat
14283	bnajarmasin	banjarmasin
14284	bni	bank negara indonesia
14285	bri	bank rakyat indonesia
14286	brisyariah	bank rakyat indonesia syariah
14287	blt	bantuan langsung tunai
14288	blbi	bantuan likuiditas bank indonesia
14289	buanyak	banyak
14290	bnyakn	banyakan
14291	bpknyalah	bapaknyalah
14292	brng	barang
14293	brgkali	barangkali
14294	betmen	batman
14295	bouksid	bauksit
14296	bwang	bawang
14297	brb	be right back
14298	besmart	be smart
14299	bsbi2018	beasiswa seni dan budaya indonesia 2018
14300	beza	beda
14301	bgittu	begitu
14302	bgthu	begitu
14303	bigitu	begitu
14304	blegitu	begitu
14305	bwgitu	begitu
14306	blkgnya	belakangnya
14307	blang	belang
14308	blatung	belatung
14309	bulepotan	belepotan
14310	brli	beli
14311	bloonnya	beloonnya
14312	bwos	beos
14313	brangkt	berangkat
14314	brngkat	berangkat
14315	brni	berani
14316	braninya	beraninya
14317	brati	berarti
14318	brti	berarti
14319	brasal	berasal
14320	brbagai	berbagai
14321	brbeda	berbeda
14322	brdekatan	berdekatan
14323	brdoa	berdoa
14324	brengset	berengsek
14325	brngsekk	berengsek
14326	brngsk	berengsek
14327	brengseknya	berengseknya
14328	bewokan	berewokan
14329	brewokan	berewokan
14330	brharga	berharga
14331	bhasil	berhasil
14332	brent	berhenti
14333	brnti	berhenti
14334	brisek	berisik
14335	briziek	berisik
14336	brkata	berkata
14337	brkedok	berkedok
14338	classy	berkelas
14339	chatan	berkirim chat
14340	brkoalisi	berkoalisi
14341	brkuasa	berkuasa
14342	branded	bermerek
14343	brniat	berniat
14344	brondong	berondong
14345	brondonglokal	berondong lokal
14346	brfikir	berpikir
14347	brpkir	berpikir
14348	brtahun	bertahun
14349	brtemu	bertemu
14350	brtopeng	bertopeng
14351	betopi	bertopi
14352	beurang	beruang
14353	berulang2	berulang ulang
14354	brunsur	berunsur
14355	brupaya	berupaya
14356	beurat	berurat
14357	brushalah	berusahalah
14358	brwajah	berwajah
14359	besarr	besar
14360	big	besar
14361	bssar	besar
14362	besarx	besarnya
14363	bsrta	beserta
14364	besok2	besok besok
14365	besok2nya	besok besoknya
14366	bff	best friend forever
14367	betoi	betul
14368	betol	betul
14369	betoll	betul
14370	betui	betul
14371	betull	betul
14372	betullah	betul
14373	botul	betul
14374	betol2	betul betul
14375	beyondthebandungspirit	beyond the bandung spirit
14376	bhabinkamtibmas	bhayangkara pembina keamanan dan ketertiban masyarakat
14377	biadaa	biadab
14378	biadap	biadab
14379	biangnya	biangnya
14380	biased	bias
14381	biasain	biasakan
14382	biasay	biasanya
14383	bicarapolitik	bicara politik
14384	bicarain	bicarakan
14385	bigfloo	bigflo
14386	bijakberpendapat	bijak berpendapat
14387	bikini2	bikini bikini
14388	bikhsu	biksu
14389	bile	bila
14390	bilank	bilang
14391	blgnya	bilangnya
14392	bimas	bima
14393	binadamai	bina damai
14394	binluh	binaan dan penyuluhan
14395	binmas	binaan masyarakat
14396	binatang2	binatang binatang
14397	bhineka	bineka
14398	bhinekais	bineka
14399	biruadanya	biru adanya
14400	biru2	biru biru
14401	bismaniac	bis maniak
14402	bisa2	bisa bisa
14403	bisa2nya	bisa bisanya
14404	bisaÃ¢Â mematikan	bisa mematikan
14405	bisex	bisexual
14406	bismillahirrohmannirohhim	bismillahirrahmanirrahim
14407	blaa	bla
14408	bla2	bla bla
14409	blabla	bla bla
14410	blablabla	bla bla bla
14411	blackbuttler	black buttler
14412	blejetin	blejeti
14413	block	blok
14414	block2	blok blok
14415	blocked	blokir
14416	blondecum	blonde cum
14417	blusukanahok	blusukan ahok
14418	bmÃ¢	bm
14419	bocahh	bocah
14420	bocah2	bocah bocah
14421	bocil	bocah cilik
14422	borot	bocor
14423	blegug	bodoh
14424	boloho	bodoh
14425	bodoh2in	bodoh bodohi
14426	bodohie	bodohi
14427	bodong2an	bodong bodongan
14428	bmi	body mass index
14429	boongan	bohongan
14430	bohongin	bohongi
14431	boongin	bohongi
14432	boikotindosat	boikot indosat
14433	boycottisrael	boikot israel
14434	boikotprodukchina	boikot produk cina
14435	bokef	bokep
14436	bokepabg	bokep anak baru gede
14437	bokepasia	bokep asia
14438	bokepasian	bokep asia
14439	bokepbarat	bokep barat
14440	bokepgratis	bokep gratis
14441	bokephot	bokep hot
14442	bokepindo	bokep indo
14443	bokeponline	bokep online
14444	bokepsma	bokep sma
14445	bokepterb	bokep terbaru
14446	buleh	boleh
14447	bolong2	bolong bolong
14448	bill	bon
14449	bongsay	bonsai
14450	boking	booking
14451	borax	boraks
14452	btob	born to beat
14453	bosq	bosku
14454	bosque	bosku
14455	bosnyo	bosnya
14456	botzidancreative	bot zidan creative
14457	bny	bothnewyear
14458	botolkosong	botol kosong
14459	bovendigul	boven digoel
14460	brÃ°	bra
14461	bravohasanah	bravo hasanah
14462	bravopolri	bravo kepolisian republik indonesia
14463	breakingnewssektorriil	breaking news sektor riil
14464	breathe	breath
14465	brimob	brigade mobil
14466	brumob	brigade mobil
14467	brigpol	brigadir polisi
14468	bripka	brigadir polisi kepala
14469	brightside	bright side
14470	brillian	brilian
14471	br1m	brim
14472	bray	bro
14473	broo	bro
14474	brooh	bro
14475	browh	bro
14476	bry	bro
14477	brosing	browsing
14478	brussels	brussel
14479	bpi	bsm pembayaran instusi
14480	busukmawati	bu sukmawati
14481	buah2an	buah buahan
14482	buang2	buang buang
14483	buangtabiat	buang tabiat
14484	buwat	buat
14485	buat2	buat buat
14486	bikinan	buatan
14487	bikinnya	buatannya
14488	bubarkandpr	bubarkan dewan perwakilan rakyat
14489	bubarkangmbi	bubarkan gerakan masyarakat bawah indonesia
14490	bubarkanpks	bubarkan partai keadilan sejahtera
14491	burjo	bubur kacang ijo
14492	budak2	budak budak
14493	budak2nya	budak budaknya
14494	bucin	budak cinta
14495	bucinnya	budak cintanya
14496	budayaÃ¢	budaya
14497	budayaÃ°	budaya
14498	budayaÃ¢Â pancasila	budaya pancasila
14499	budha	buddha
14500	budhaisme	buddhaisme
14501	budeh	bude
14502	budeg	budek
14503	budisepang	budi sepang
14504	budugan	budukan
14505	buhaerah	buhaira
14506	buihh	buih
14507	bukber	buka bersama
14508	bikan	bukan
14509	bukann	bukan
14510	bukhan	bukan
14511	bukan2	bukan bukan
14512	bukanbukan	bukan bukan
14513	bukansamawi	bukan samawi
14514	bknlah	bukanlah
14515	bknnya	bukannya
14516	buktik	bukti
14517	buktikn	buktikan
14518	buuktikan	buktikan
14519	buku2	buku buku
14520	bukugpu	buku gpu
14521	bulaann	bulan
14522	bulanbaktikipm2018	bulan bakti kipm 2018
14523	buli	bully
14524	blukk	buluk
14525	buluq	buluk
14526	bumbuin	bumbui
14527	buminusantara	bumi nusantara
14528	bundokandung	bunda kandung
14529	bungkarno	bung karno
14530	bunggus	bungkus
14531	bundir	bunuh diri
14532	bunyi2	bunyi bunyi
14533	buraq	burak
14534	buroq	burak
14535	buritt	burit
14536	burqa	burka
14537	buru2	buru buru
14538	burukÃ¢	buruk
14539	birds	burung
14540	busa2	busa busa
14541	buseet	buset
14542	bosok	busuk
14543	busukk	busuk
14544	busuk2	busuk busuk
14545	butuhan	butuhkan
14546	btw	by the way
14547	cabecabeaan	cabe cabean
14548	cabutnobelsuukyi	cabut nobel suu kyi
14549	cacad	cacat
14550	ccd	cacat
14551	ceced	cacat
14552	cacimaki	caci maki
14553	cagarÃ¢Â budaya	cagar budaya
14554	cakimin	cak imin
14555	cakiminthenextwapres	cak imin the next wakil presiden
14556	cakiminthenextwaprescak	cak imin the next wakil presiden cak
14557	cakep2	cakap cakap
14558	cagub	calon gubernur
14559	cakada	calon kepala daerah
14560	caleg	calon legislatif
14561	capres	calon presiden
14562	capresgoblok	calon presiden goblok
14563	capresrakyat	calon presiden rakyat
14564	capresnya	calon presidennya
14565	cawagub	calon wakil gubernur
14566	cawgub	calon wakil gubernur
14567	cawapres	calon wakil presiden
14568	cawapres2019	calon wakil presiden 2019
14569	cawapresnya	calon wakil presidennya
14570	calonwalikotabandung	calon wali kota bandung
14571	calonwalikotabandung2018	calon wali kota bandung 2018
14572	calonin	calonkan
14573	cemilan	camilan
14574	cemilanku	camilanku
14575	cemilannya	camilannya
14576	campur2	campur campur
14577	cantuk	cantik
14578	capeq	capai
14579	cape2	capai capai
14580	capeknya	capainya
14581	capenya	capainya
14582	cfd	car free day
14583	cara2	cara cara
14584	charanya	caranya
14585	caper	cari perhatian
14586	capernya	cari perhatiannya
14587	carsen	cari sensasi
14588	catetan	catatan
14589	bongg	cebong
14590	cebon	cebong
14591	cebonk	cebong
14592	cebong2	cebong cebong
14593	bong200	cebong iq dua ratus
14594	cebongkoplo	cebong koplo
14595	cebongers	cebonger
14596	ceburin	ceburkan
14597	cecungung	cecunguk
14598	cegan	cegah
14599	cengkraman	cengkeraman
14600	cept	cepat
14601	cepet2an	cepat cepatan
14602	cepetin	cepatkan
14603	cepetlah	cepatlah
14604	cepusupriyanto	cepu supriyanto
14605	cerita2	cerita cerita
14606	ceritadewasa	cerita dewasa
14607	ceritain	ceritakan
14608	ceritany	ceritanya
14609	cecann	cewek cantik
14610	cewe2	cewek cewek
14611	cewek2	cewek cewek
14612	cewekseksi	cewek seksi
14613	cewenya	ceweknya
14614	chaink	chain
14615	ch	chapter
14616	chaarrmm	charm
14617	chatsex	chat sex
14618	cekidot	check it out
14619	celsi	chelsea
14620	choicefandom	choice fandom
14621	chouji	choji
14622	choper	chopper
14623	chubbyguy	chubby guy
14624	ciamisasyik	ciamis asyik
14625	cihh	cih
14626	ciy	cih
14627	ciletuhÃ¢Â palabuhanratu	ciletuh pelabuhan ratu
14628	cimohay	cimahi
14629	china	cina
14630	chinese	cina
14631	cina2	cina cina
14632	cino2	cina cina
14633	chinese2nya	cina cinanya
14634	cin	cinta
14635	cipkon	cipokan
14636	cirebonseni	cirebon seni
14637	ciri2	ciri ciri
14638	ciribkhas	ciri khas
14639	cita2nya	cita citanya
14640	citanya	citanya
14641	cnnindonesia	cnn indonesia
14642	cnnidbusiness	cnn indonesian business
14643	cnnidnewsroom	cnn indonesian news room
14644	cobaak	coba
14645	coba2	coba coba
14646	cocok2	cocok cocok
14647	cocoklogi	cocokologi
14648	cocotnx	cocotnya
14649	coffe	coffee
14650	cokiadem86	coki adem 86
14651	colmek	colok memek
14652	colokmemek	colok memek
14653	colokkan	colokan
14654	comando	commando
14655	cmiiw	correct me if i am wrong
14656	cogant	cowok ganteng
14657	brainwash	cuci otak
14658	coeg	cuk
14659	cikai	cukai
14660	blacklist	daftar hitam
14661	cedak	dekat
14662	bibib	habib
14663	bhahahaha	haha
14664	bhahahahahahaa	haha
14665	bhahahahak	haha
14666	bhuakakakaka	haha
14667	brahahahaa	haha
14668	buahahaha	haha
14669	buuwhaha	haha
14670	bwahaha	haha
14671	bwahahahhahha	haha
14672	bwahahhahaha	haha
14673	buntingnya	hamilnya
14674	bondo	harta
14675	bzz	hem
14676	bumil	ibu hamil
14677	bible	injil
14678	bininya	istrinya
14679	ciah	jiah
14680	calculus	kalkulus
14681	campaign	kampanye
14682	campus	kampus
14683	campuss	kampus
14684	bikos	karena
14685	cillik	kecil
14686	claim	klaim
14687	clasic	klasik
14688	comment	komen
14689	camtu	macam itu
14690	ceu	mbak
14691	blendung	melendung
14692	cengkudu	mengkudu
14693	brand	merek
14694	brandnya	mereknya
14695	bilion	miliar
14696	bodat	monyet
14697	coach	pelatih
14698	blas	sama sekali
14699	blass	sama sekali
14700	cageur	sehat
14701	cembilan	sembilan
14702	centra2	sentra sentra
14703	cepi	sepi
14704	cetan	setan
14705	cekcih	sexy
14706	cipp	sip
14707	cipiit	sipit
14708	beye	susilo bambang yudhoyono
14709	beuh	weh
14710	beuhh	weh
14711	boakaka	wkwk
14712	brekekekekek	wkwk
14713	brekekekekekek	wkwk
14714	bruakakakak	wkwk
14715	ckakakakak	wkwk
14716	ckckc	wkwk
14717	ckckck	wkwk
14718	ckckckck	wkwk
14719	dedeq	adik
14720	debaynya	adik bayinya
14721	densus	betasemen khusus
14722	cpns	calon pegawai negeri sipil
14723	cramah	ceramah
14724	crita	cerita
14725	crta	cerita
14726	critanya	ceritanya
14727	cyduk	ciduk
14728	cuih	cih
14729	cuihh	cih
14730	cuyih	cih
14731	cuihwoosoeokjung	cih wooseok jung
14732	cyinta	cinta
14733	cyn	cinta
14734	comunity	community
14735	congornyapecah	congornya pecah
14736	congrat	congratulation
14737	congratulationsgeoparkciletuh	congratulations geopark ciletuh
14738	cp	contact person
14739	conth	contoh
14740	contoilah	contohilah
14741	copotkapoldajabar	copot kepala polisi daerah jawa barat
14742	copas	copy paste
14743	cowo2	cowok cowok
14744	cowok2	cowok cowok
14745	cowonya	cowoknya
14746	cuuyy	coy
14747	cuy	coy
14748	cpugg	cpu gg
14749	cringey	cringe
14750	cr	cristiano ronaldo
14751	cr7	cristiano ronaldo
14752	croot	crot
14753	croott	crot
14754	crott	crot
14755	cruz	crush
14756	cuap2	cuap cuap
14757	cuapcuap	cuap cuap
14758	cuwit	cuit
14759	cuit2	cuit cuit
14760	cukk	cuk
14761	cukop	cukup
14762	cukupsatuperiode	cukup satu periode
14763	cume	Cuma
14764	cumabercandagaiss	cuma bercanda guys
14765	cumi2	cumi cumi
14766	cupuu	cupu
14767	curcol	curhat colongan
14768	curut2	curut curut
14769	cutepasutri	cute pasangat suami istri
14770	cyberarmy	cyber army
14771	daddies	daddy
14772	daerahÃ¢	daerah
14773	daerah2	daerah daerah
14774	daerahdki	daerah jakarta
14775	dapil	daerah pemilihan
14776	dapil1	daerah pemilihan
14777	daghh	dah
14778	dhla	dahlan
14779	dahsyat2	dahsyat dahsyat
14780	dahulukanrakyat	dahulukan rakyat
14781	dalm	dalam
14782	daleman	dalaman
14783	dalemnya	dalamnya
14784	dalang2nya	dalang dalangnya
14785	damaidaricirebon	damai dari cirebon
14786	danÃ¢	dan
14787	danhatikecilkubicara	dan hati kecilku bicara
14788	danainvestorasing	dana investor asing
14789	danÃ¢Â sosial	dana sosial
14790	danÃ¢Â wajah	dana wajah
14791	danain	danai
14792	dananyo	dananya
14793	danibawa	dani bawa
14794	dapurr	dapur
14795	darimana	dari mana
14796	darimna	dari mana
14797	daritadi	dari tadi
14798	darkside	dark side
14799	dharma	darma
14800	dharna	darma
14801	darulaman	darul aman
14802	daruratdemokrasi	darurat demokrasi
14803	daruratduniaperadilanindonesia	darurat dunia peradilan indonesia
14804	daruratpki	darurat partai komunis indonesia
14805	dasarr	dasar
14806	dasr	dasar
14807	dasadasar	dasar dasar
14808	data2	data data
14809	dfd	data flow diagram
14810	datangg	datang
14811	datoÃ¢	datu
14812	day6	day 6
14813	daiyaku	dayaku
14814	dbodohi	dbodohi
14815	deathnote	death note
14816	debad	debat
14817	debatfinalpilkadajkt	debat final pemilihan kepala daerah jakarta
14818	difensif	defensif
14819	dgan	degan
14820	dekalarasi	deklarasi
14821	delici	delicious
14822	deliveringhappiness	delivering happiness
14823	demoo	demo
14824	demo2	demo demo
14825	democra	demokrasi
14826	demokrasiÃ¢	demokrasi
14827	denga	dengan
14828	denngan	dengan
14829	dgnya	dengannya
14830	denger2	dengar dengar
14831	dengernya	dengarnya
14832	depkes	departemen kesehatan
14833	desa2	desa desa
14834	detik2	detik detik
14835	detik2terahir	detik detik terakhir
14836	debatfinaldki	devat final daerah khusus ibukota
14837	diatas	di atas
14838	diawal	di awal
14839	dibandara	di bandara
14840	dibank	di bank
14841	dibatas	di batas
14842	dibawah	di bawah
14843	dibelakang	di belakang
14844	diblkg	di belakang
14845	dbogor	di bogor
14846	dibui	di bui
14847	dibumi	di bumi
14848	dicomberan	di comberan
14849	didaerah	di daerah
14850	didaerah2	di daerah daerah
14851	didalam	di dalam
14852	didlm	di dalam
14853	didanau	di danau
14854	didarat	di darat
14855	didepan	di depan
14856	didragon	di dragon
14857	didunia	di dunia
14858	didumay	di dunia maya
14859	diera	di era
14860	digarasi	di garasi
14861	digereja	di gereja
14862	dihalaman	di halaman
14863	dihalte	di halte
14864	dihatiku	di hatiku
14865	dihutan	di hutan
14866	diindonesia	di indonesia
14867	dijakarta	di jakarta
14868	dijalan	di jalan
14869	dijidat	di jidat
14870	dikamar	di kamar
14871	dikampung	di kampung
14872	dikantor	di kantor
14873	dikarang	di karang
14874	dikasus	di kasus
14875	dikedua	di kedua
14876	dikoter	di kelompok terbang
14877	dikolam	di kolam
14878	dikolong	di kolong
14879	dikotak	di kotak
14880	diÃ¢Â tmii	di taman mini indonesia indah
14881	dijaman	di zaman
14882	die2	dia dia
14883	diakuin	diakui
14884	dialog2	dialog dialog
14885	diam2	diam diam
14886	diem2an	diam diaman
14887	diamlo	diam lu
14888	diemlu	diam lu
14889	diamanin	diamankan
14890	diancem	diancam
14891	dianggsp	dianggap
14892	dantaranya	diantaranya
14893	dbhas	dibahas
14894	dibales	dibalas
14895	dibnding	dibanding
14896	dibangga2kan	dibangga banggakan
14897	dibangkitin	dibangkitkan
14898	dibangunin	dibangunkan
14899	dibatalin	dibatalkan
14900	dibayarin	dibayari
14901	dibecandain	dibecandai
14902	dibelain	dibela
14903	dibelanje	dibelanja
14904	dibeliin	dibelikan
14905	dibenerin	dibenarkan
14906	diberanguss	diberangus
14907	dibercandain	dibercandai
14908	diberhentiin	diberhentikan
14909	diberitain	diberitakan
14910	dbsk	dibesuk
14911	dibicarain	dibicarakan
14912	dbilang	dibilang
14913	diblng	dibilang
14914	dibilangin	dibilangi
14915	dibimbin	dibimbing
14916	diblock	diblok
14917	dibocorin	dibocorkan
14918	dibodo	dibodohi
14919	dibodoh	dibodohi
14920	diapusi	dibohongi
14921	dibikin	dibuat
14922	dibikinin	dibuatkan
14923	dibikinkan	dibuatkan
14924	dibubari	dibubarkan
14925	dibubarin	dibubarkan
14926	dibucinin	dibudakcintakan
14927	dibunderi	dibundari
14928	dbunuh	dibunuh
14929	dibutuhkn	dibutuhkan
14930	dicapreskan	dicalonpresidenkan
14931	dicarin	dicari
14932	dicekel	dicekal
14933	dicemburuin	dicemburui
14934	dicengkram	dicengkeram
14935	dicepetin	dicepatkan
14936	diceramahin	dicerahami
14937	diceritain	diceritakan
14938	diciumin	diciumi
14939	dicroottin	dicrotin
14940	dicrotin	dicrotin
14941	ddahului	didahului
14942	didlmnya	didalamnya
14943	didpt	didapat
14944	didptkn	didapatkan
14945	didasrkan	didasarkan
14946	didudukin	diduduki
14947	dduga	diduga
14948	dienyek	diejek
14949	di3nth0t	dientot
14950	dientotin	dientot
14951	dietot	dientot
14952	diewe	dientot
14953	dikentu	dientot
14954	digebukin	digebuki
14955	digedein	digedekan
14956	digentayangin	digentayangi
14957	digrebek	digerebek
14958	digreja	digereja
14959	dijit	digit
14960	digosipin	digosipkan
14961	dgnakan	digunakan
14962	dgunakan	digunakan
14963	digunakn	digunakan
14964	digusur2	digusur gusur
14965	dihadapai	dihadapi
14966	dihantem	dihantam
14967	diapusin	dihapusi
14968	dihebohin	dihebohkan
14969	dihina2	dihina hina
14970	diitung	dihitung
14971	diizabah	diijabah
14972	diiket	diikat
14973	diikutin	diikuti
14974	diendahkan	diindahkan
14975	diingatin	diingatkan
14976	diingatkn	diingatkan
14977	diingini	diinginkan
14978	diinjek	diinjak
14979	diijinkan	diizinkan
14980	dijagain	dijaga
14981	dijaj	dijajah
14982	dijalanin	dijalani
14983	dijelek2in	dijelek jelekkan
14984	dijualin	dijual
14985	dikobul	dikabul
14986	dikacangin	dikacangi
14987	dikadalin	dikadali
14988	dikasi	dikasih
14989	dikasianin	dikasihani
14990	dianjingin	dikatai anjing
14991	dikawalselia	dikawal selia
14992	dikejar2	dikejar kejar
14993	dikeluarin	dikeluarkan
14994	dibalikin	dikembalikan
14995	dikembalikannyaÃ¢	dikembalikannya
14996	diketekin	diketeki
14997	dikuatirkan	dikhawatirkan
14998	dihianati	dikhianati
14999	dikususkan	dikhususkan
15000	dikibulin	dikibuli
15001	dikipasin	dikipasi
15002	diclaim	diklaim
15003	dicodein	dikode
15004	diconfirm	dikonfirmasi
15005	dikuliahin	dikuliahi
15006	dilabelin	dilabeli
15007	dibriefing	dipengarahan
15008	depermasalahkan	dipermasalahkan
15009	dbdshow	dirtbag dan show
15010	digundrung	dirundung
15011	deskriminasi	diskriminasi
15012	didownload	diunduh
15013	daiping	diving
15014	devisi	divisi
15015	dfact	fact
15016	dich	ih
15017	dih	ih
15018	dadio	jadilah
15019	dancok	jancuk
15020	diiah	jiah
15021	cool	keren
15022	cool2	keren keren
15023	construction	konstruksi
15024	contactnya	kontaknya
15025	croatia	kroasia
15026	cuwat	kuat
15027	deui	lagi
15028	delok	lihat
15029	confusius	membingungkan
15030	countrynya	negaranya
15031	cunihin	penggoda
15032	dawuh	perintah
15033	dawuh2	perintah perintah
15034	cyg	sayang
15035	dikit2	sedikit sedikit
15036	dewek	sendiri
15037	cz	soalnya
15038	contekan	sontekan
15039	demennya	sukanya
15040	cumpah	sumpah
15041	dholim	zalim
15042	dholimi	zalimi
15043	duch	aduh
15044	edvan	advance
15045	ekeu	aku
15046	dm2an	berbalas pesan
15047	djan	bermain disc jockey
15048	ebong	cebong
15049	ebonk	cebong
15050	ebonger	cebonger
15051	dki	daerah khusus ibukota
15052	dki1	daerah khusus ibukota 1
15053	dmai	damai
15054	dkk	dan kawan kawan
15055	dll	dan lain lain
15056	dlsb	dan lain sebagainya
15057	dsbnya	dan sebagainya
15058	dstnya	dan seterusnya
15059	dpat	dapat
15060	dpatkan	dapatkan
15061	drp	daripada
15062	drprd	daripada
15063	dpp	dasar pengenaan pajak
15064	dsrnya	dasarnya
15065	dtr	datar
15066	dtik	detik
15067	dkm	dewan kemakmuran masjid
15068	dmi	dewan masjid indonesia
15069	dpd	dewan perwakilan daerah
15070	dpr	dewan perwakilan rakyat
15071	dprd	dewan perwakilan rakyat daerah
15072	dprdnya	dewan perwakilan rakyat daerahnya
15073	dpc	dewan pimpinan cabang
15074	dkuburan	di kuburan
15075	dilock	di kunci
15076	dilaut	di laut
15077	diprotect	di lindungi
15078	dilokalisasi	di lokalisasi
15079	diluar	di luar
15080	dimall	di mal
15081	dimalaysia	di malaysia
15082	dimasa	di masa
15083	dimasyarakat	di masyarakat
15084	dimedan	di medan
15085	disosmed	di media sosial
15086	dimeki	di memek
15087	dimonas	di monas
15088	dimuka	di muka
15089	dinegara	di negara
15090	dinegeri	di negeri
15091	diorang	di orang
15092	diorganisasi	di organisasi
15093	diormas	di organisasi masyarakat
15094	dipagi	di pagi
15095	dipantat	di pantat
15096	dipenjara	di penjara
15097	dipenjaranya	di penjaranya
15098	diperkampungan	di perkampungan
15099	diradio	di radio
15100	direzim	di rezim
15101	dirohingnya	di rohingya
15102	dirumah	di rumah
15103	disa	di saat
15104	disaat	di saat
15105	disana	di sana
15106	disono	di sana
15107	disebelah	di sebelah
15108	disebuah	di sebuah
15109	disekte	di sekte
15110	disemua	di semua
15111	disepakbola	di sepak bola
15112	disimpang	di simpang
15113	disini	di sini
15114	disiniÃ°	di sini
15115	disinii	di sini
15116	disisa	di sisa
15117	disisi	di sisi
15118	disitu	di situ
15119	disolo	di solo
15120	distudio	di studio
15121	disuatu	di suatu
15122	disukmaku	di sukmaku
15123	ditahun	di tahun
15124	dtahun	di tahun
15125	ditanah	di tanah
15126	ditnh	di tanah
15127	ditanda	di tanda
15128	ditangang	di tangan
15129	ditelaga	di telaga
15130	ditvn	di televisi nasional
15131	dtgah	di tengah
15132	ditepi	di tepi
15133	diupi	di universitas pendidikan indonesia
15134	diwilayah	di wilayah
15135	dipasihan	diberi
15136	dipacking	dibungkus
15137	disepongin	diciumi
15138	dyk	did you know
15139	dirasisin	diejek
15140	dimaui	diinginkan
15141	dkasih	dikasih
15142	ditaktor	diktator
15143	dilakuin	dilakukan
15144	dlkukan	dilakukan
15145	dilakuinnya	dilakukannya
15146	dylan	dilan
15147	dilanti	dilantik
15148	dilaporin	dilaporkan
15149	dilanrang	dilarang
15150	dilar	dilarang
15151	dilati	dilatih
15152	dilayan	dilayani
15153	dilayanin	dilayani
15154	dilepasin	dilepaskan
15155	diskip	dilewati
15156	diliatin	dilihat
15157	dilupain	dilupakan
15158	dimain	dimainkan
15159	dimaini	dimainkan
15160	dimainin	dimainkan
15161	dimaki2	dimaki maki
15162	dimaklumin	dimaklumkan
15163	dimampusin	dimampuskan
15164	dimana2	dimana mana
15165	dimanfaatin	dimanfaatkan
15166	dimanjain	dimanjakan
15167	dimarahinn	dimarahi
15168	dimarain	dimarahi
15169	dimasukkin	dimasuki
15170	dingertiin	dimengerti
15171	dimintain	dimintai
15172	dilepeh	dimuntahkan
15173	dinamani	dinamai
15174	dinantikanÃ¢	dinantikan
15175	dpmptsp	dinas penanaman modal dan pelayanan terpadu satu pintu
15176	dinihari	dini hari
15177	dinyinyirin	dinyinyiri
15178	diubati	diobati
15179	diobok2	diobok obok
15180	diomongin	diomongi
15181	dipakenya	dipakainya
15182	dipamerin	dipameri
15183	diparkirin	diparkirkan
15184	dipasangan	dipasangkan
15185	dipasangin	dipasangkan
15186	diphk	dipecat
15187	dipeluhara	dipelihara
15188	dipiara	dipelihara
15189	dipilpres	dipemilihan presiden
15190	dpenuhi	dipenuhi
15191	dipaelokan	diperbaiki
15192	dpercaya	dipercaya
15193	dipercayain	dipercayai
15194	diperhatiin	diperhatikan
15195	diperhatika	diperhatikan
15196	dperhatikan	diperhatikan
15197	diperingatin	diperingatkan
15198	dwelling	diperingatkan
15199	diprakirakan	diperkirakan
15200	diperlakuin	diperlakukan
15201	dimasalahkan	dipermasalahkan
15202	dipersilahkan	dipersilakan
15203	diperasulit	dipersulit
15204	dprtmbngk	dipertimbangkan
15205	dpkir	dipikir
15206	dipilihÃ¢Â dprd	dipilih aja daripada
15207	dipimpinulama	dipimpin ulama
15208	dipindahin	dipindahkan
15209	diplomasipublik	diplomasi publik
15210	diporakporandakan	diporakporandakan
15211	diprovo	diprovokasi
15212	dipukulin	dipukuli
15213	dipulangin	dipulangkan
15214	diputer	diputar
15215	diracuni	diracun
15216	direjam	dirajam
15217	direcokin	direcoki
15218	dm	direct message
15219	dmcin	direct message sis
15220	dirakamkan	direkamkan
15221	ditjen	direktorat jenderal
15222	djp	direktorat jenderal pajak
15223	ditreskrimum	direktorat reserse kriminal umum
15224	dirjen	direktur jenderal
15225	dirut	direktur utama
15226	diremes	diremas
15227	direncanain	direncanakan
15228	diritwit	diretweet
15229	dirp	diri
15230	diributin	diributkan
15231	drmu	dirimu
15232	diringkes	diringkas
15233	dirmanida	dirman ida
15234	dirmannaikganjarpanik	dirman naik ganjar panik
15235	dsnajib	dis najib
15236	disalty	disabilitas
15237	disadarin	disadarkan
15238	disah	disahkan
15239	disakitin	disakiti
15240	disalh	disalah
15241	disalahin	disalahkan
15242	disholatin	disalati
15243	disam	disama
15244	disama2kan	disama samakan
15245	disamain	disamakan
15246	dismain	disamakan
15247	disatuin	disatukan
15248	dj	disc jockey
15249	disebarin	disebarkan
15250	dishare	disebarkan
15251	disebutin	disebutkan
15252	disekolahin	disekolahkan
15253	disela2	disela sela
15254	dselidiki	diselidiki
15255	diumpetin	disembunyikan
15256	dimute	disenyapkan
15257	disenyumin	disenyumi
